satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
dissatisfied,Female,disloyal Customer,33,Business travel,Eco,2325,1,1,1,3,4,1,4,4,1,4,3,1,4,4,8,12
dissatisfied,Female,disloyal Customer,48,Business travel,Business,2937,1,1,1,3,5,1,5,5,4,3,3,3,4,5,48,46
dissatisfied,Male,disloyal Customer,9,Business travel,Eco,3105,1,1,1,3,4,1,4,4,1,1,1,4,2,4,39,27
dissatisfied,Male,disloyal Customer,30,Business travel,Eco,2172,1,1,1,3,5,1,5,5,5,1,3,2,5,5,0,0
dissatisfied,Female,disloyal Customer,30,Business travel,Eco,3109,1,1,1,3,1,1,1,1,3,1,3,1,3,1,2,8
dissatisfied,Male,disloyal Customer,48,Business travel,Business,3010,1,1,1,3,1,1,2,4,2,4,4,2,5,2,255,236
dissatisfied,Male,disloyal Customer,27,Business travel,Eco,3365,1,1,1,3,5,1,3,5,4,1,3,2,4,5,113,101
dissatisfied,Male,disloyal Customer,48,Business travel,Business,1376,1,1,1,3,5,1,5,5,1,3,3,3,3,5,0,0
dissatisfied,Male,disloyal Customer,48,Business travel,Business,1283,1,1,1,3,2,1,2,2,5,3,4,4,5,2,0,0
dissatisfied,Female,disloyal Customer,60,Business travel,Eco,2861,1,1,1,3,1,1,1,1,3,1,4,5,1,1,0,0
dissatisfied,Female,disloyal Customer,47,Business travel,Business,2201,1,1,1,3,1,1,1,1,3,5,5,5,4,1,44,32
dissatisfied,Female,disloyal Customer,47,Business travel,Business,2054,1,1,1,3,5,1,5,5,4,3,4,5,5,5,7,0
dissatisfied,Female,disloyal Customer,27,Business travel,Eco,1914,1,1,1,3,5,1,5,5,4,3,2,4,3,5,8,21
dissatisfied,Female,disloyal Customer,24,Business travel,Eco,2018,1,1,1,3,4,1,4,4,5,2,5,5,2,4,14,2
dissatisfied,Male,disloyal Customer,47,Business travel,Business,1455,1,1,1,3,4,1,1,4,1,3,4,2,3,4,0,0
dissatisfied,Female,disloyal Customer,60,Business travel,Eco,2812,1,1,1,3,2,1,2,2,3,3,3,2,3,2,0,11
dissatisfied,Male,disloyal Customer,46,Business travel,Business,4315,1,1,1,3,1,1,1,1,3,2,5,5,5,1,0,0
dissatisfied,Female,disloyal Customer,46,Business travel,Business,3106,1,1,1,3,5,1,5,5,4,4,5,5,5,5,8,0
dissatisfied,Male,disloyal Customer,23,Business travel,Eco,2962,1,1,1,3,5,1,5,5,2,2,2,3,1,5,14,0
dissatisfied,Female,disloyal Customer,34,Business travel,Eco,3297,1,1,1,3,3,1,5,3,4,5,4,4,3,3,0,6
dissatisfied,Female,disloyal Customer,45,Business travel,Eco Plus,1951,1,1,1,3,3,1,3,3,2,2,4,2,3,3,0,0
dissatisfied,Male,disloyal Customer,24,Business travel,Eco,1870,1,1,1,3,2,1,4,2,5,3,4,4,5,2,20,0
dissatisfied,Male,disloyal Customer,27,Business travel,Eco,2682,1,1,1,3,2,1,2,2,3,3,3,2,2,2,0,0
dissatisfied,Female,disloyal Customer,45,Business travel,Business,2584,1,1,1,3,1,2,3,4,5,4,5,3,3,3,132,115
dissatisfied,Male,disloyal Customer,29,Business travel,Eco,2461,1,1,1,3,5,1,5,5,3,3,3,1,3,5,4,0
dissatisfied,Female,disloyal Customer,23,Business travel,Eco,1959,1,1,1,3,5,1,5,5,4,5,4,3,4,5,0,0
dissatisfied,Male,disloyal Customer,30,Business travel,Eco,2033,1,1,1,3,5,1,5,5,3,1,3,4,3,5,23,28
dissatisfied,Male,disloyal Customer,25,Business travel,Eco,3095,1,1,1,3,2,1,1,2,4,4,3,4,2,2,47,63
dissatisfied,Female,disloyal Customer,23,Business travel,Eco,2312,1,1,1,3,1,1,1,1,3,3,4,4,4,1,14,4
dissatisfied,Female,disloyal Customer,20,Business travel,Eco,2663,1,1,1,3,1,1,1,1,3,3,2,3,3,1,26,21
dissatisfied,Male,disloyal Customer,45,Business travel,Business,1913,1,1,1,3,3,1,3,3,4,5,5,3,4,3,19,18
dissatisfied,Male,disloyal Customer,45,Business travel,Business,1694,1,1,1,3,3,1,3,3,4,5,4,3,4,3,0,0
dissatisfied,Male,disloyal Customer,20,Business travel,Eco,3047,1,1,1,3,1,1,1,1,3,5,3,4,2,1,0,0
dissatisfied,Male,disloyal Customer,45,Business travel,Business,1857,1,1,1,3,2,1,2,2,2,4,5,4,1,2,0,0
dissatisfied,Female,disloyal Customer,44,Business travel,Eco Plus,2045,1,1,1,3,3,1,3,3,1,1,3,1,3,3,0,0
dissatisfied,Female,disloyal Customer,31,Business travel,Eco,1948,1,1,1,3,2,1,2,2,4,5,4,2,3,2,0,0
dissatisfied,Male,disloyal Customer,24,Business travel,Eco,2838,1,1,1,3,1,1,1,1,2,1,4,2,4,1,0,0
dissatisfied,Male,disloyal Customer,21,Business travel,Eco,1828,1,1,1,3,1,1,2,1,2,4,4,4,4,1,1,0
dissatisfied,Male,disloyal Customer,24,Business travel,Eco,2399,1,1,1,3,5,1,5,5,2,2,2,1,2,5,0,19
dissatisfied,Male,disloyal Customer,44,Business travel,Eco,2356,1,1,1,3,5,1,5,5,3,2,4,4,3,5,12,0
dissatisfied,Male,disloyal Customer,20,Business travel,Eco,3235,1,1,1,3,1,1,1,1,5,2,2,5,5,1,115,131
dissatisfied,Male,disloyal Customer,38,Business travel,Eco,3356,1,1,1,3,3,1,3,3,2,2,3,3,4,3,1,15
dissatisfied,Female,disloyal Customer,44,Business travel,Business,1465,1,1,1,3,3,1,3,3,3,5,5,5,4,3,0,0
dissatisfied,Male,disloyal Customer,41,Business travel,Eco,2509,1,1,1,3,1,1,4,1,4,1,3,1,5,1,0,7
dissatisfied,Male,disloyal Customer,44,Business travel,Business,2166,1,1,1,3,1,1,1,1,5,3,5,5,4,1,16,26
dissatisfied,Male,disloyal Customer,31,Business travel,Eco,3078,1,1,1,3,3,1,3,3,1,4,4,1,3,3,18,6
dissatisfied,Female,disloyal Customer,25,Business travel,Eco,2220,1,1,1,3,4,1,4,4,4,5,3,4,4,4,0,25
dissatisfied,Male,disloyal Customer,24,Business travel,Eco,2979,1,1,1,3,1,1,1,1,1,4,4,3,4,1,0,0
dissatisfied,Male,disloyal Customer,41,Business travel,Eco,3092,1,1,1,3,4,1,4,4,3,4,3,3,3,4,0,0
dissatisfied,Male,disloyal Customer,36,Business travel,Eco,3205,1,1,1,3,4,1,4,4,2,1,2,2,3,4,2,21
dissatisfied,Female,disloyal Customer,25,Business travel,Eco,2637,1,1,1,3,3,1,3,3,1,4,5,3,4,3,0,0
dissatisfied,Male,disloyal Customer,24,Business travel,Eco,2731,1,1,1,3,5,1,5,5,4,3,3,2,3,5,20,21
dissatisfied,Female,disloyal Customer,21,Business travel,Eco,2783,1,1,1,3,2,1,2,2,2,4,5,3,4,2,16,5
dissatisfied,Male,disloyal Customer,21,Business travel,Eco,2593,1,1,1,3,2,1,4,2,4,2,3,2,3,2,0,0
dissatisfied,Male,disloyal Customer,43,Business travel,Business,1683,1,1,1,3,4,1,4,4,4,2,4,4,4,4,0,0
dissatisfied,Female,disloyal Customer,15,Business travel,Eco,2837,1,1,1,3,4,1,4,4,4,2,3,3,3,4,0,0
dissatisfied,Female,disloyal Customer,20,Business travel,Eco,3147,1,1,1,3,4,1,4,4,4,3,5,4,4,4,57,33
dissatisfied,Male,disloyal Customer,37,Business travel,Eco,2663,1,1,1,3,4,1,4,4,2,2,4,1,3,4,0,0
dissatisfied,Female,disloyal Customer,42,Business travel,Business,2265,1,1,1,3,1,1,1,1,4,5,4,4,4,1,32,38
dissatisfied,Female,disloyal Customer,22,Business travel,Eco,2958,1,1,1,3,5,1,5,5,2,3,3,4,3,5,23,17
dissatisfied,Female,disloyal Customer,42,Business travel,Eco Plus,1135,1,1,1,3,5,1,5,5,2,2,3,1,3,5,0,0
dissatisfied,Female,disloyal Customer,23,Business travel,Eco,2494,1,1,1,3,5,1,5,5,5,4,3,1,4,5,5,0
dissatisfied,Male,disloyal Customer,42,Business travel,Business,2267,1,1,1,3,3,1,3,3,5,3,5,5,4,3,0,0
dissatisfied,Male,disloyal Customer,42,Business travel,Business,1673,1,1,1,3,4,1,4,4,1,3,4,4,4,4,12,14
dissatisfied,Male,disloyal Customer,14,Business travel,Eco,2713,1,1,1,3,4,1,1,4,1,1,3,2,3,4,11,9
dissatisfied,Male,disloyal Customer,7,Business travel,Eco,2841,1,1,1,3,5,1,5,5,2,4,3,3,3,5,9,45
dissatisfied,Female,disloyal Customer,29,Business travel,Eco,2388,1,1,1,3,4,1,4,4,1,3,3,4,2,4,0,0
dissatisfied,Male,disloyal Customer,42,Business travel,Business,1425,1,1,1,3,1,1,1,1,2,3,4,2,4,1,0,0
dissatisfied,Male,disloyal Customer,22,Business travel,Eco,2446,1,1,1,3,2,1,2,2,3,3,4,4,5,2,0,3
dissatisfied,Female,disloyal Customer,18,Business travel,Eco,2568,1,1,1,3,5,1,5,5,4,5,4,2,3,5,0,0
dissatisfied,Male,disloyal Customer,54,Business travel,Eco,2679,1,1,1,3,1,1,1,1,3,1,3,1,4,1,8,3
dissatisfied,Female,disloyal Customer,15,Business travel,Eco,2862,1,1,1,3,3,1,3,3,4,3,2,3,3,3,7,14
dissatisfied,Female,disloyal Customer,41,Business travel,Business,3225,1,1,1,3,4,1,4,4,5,5,4,3,4,4,2,0
dissatisfied,Female,disloyal Customer,41,Business travel,Business,3924,1,1,1,3,2,1,2,2,3,2,5,5,4,2,0,0
dissatisfied,Female,disloyal Customer,11,Business travel,Eco,2255,1,1,1,3,3,1,3,3,3,2,4,4,3,3,4,46
dissatisfied,Female,disloyal Customer,41,Business travel,Business,2570,1,1,1,3,4,1,4,4,4,3,5,3,4,4,7,4
dissatisfied,Female,disloyal Customer,41,Business travel,Business,2115,1,1,1,3,1,1,1,1,4,4,4,5,5,1,18,0
dissatisfied,Female,disloyal Customer,25,Business travel,Eco,3082,1,1,1,3,5,1,5,5,2,3,4,1,4,5,21,14
dissatisfied,Male,disloyal Customer,41,Business travel,Eco Plus,2306,1,1,1,3,1,5,5,3,2,3,3,5,1,5,306,295
dissatisfied,Female,disloyal Customer,23,Business travel,Eco,3041,1,1,1,3,3,1,3,3,4,3,3,2,3,3,49,29
dissatisfied,Male,disloyal Customer,22,Business travel,Eco,1999,1,1,1,3,4,1,4,4,3,2,4,5,5,4,18,14
dissatisfied,Male,disloyal Customer,41,Business travel,Business,1953,1,1,1,3,1,1,1,1,5,5,5,5,5,1,17,10
dissatisfied,Male,disloyal Customer,10,Business travel,Eco,2424,1,1,1,3,5,1,5,5,4,1,3,3,3,5,0,31
dissatisfied,Female,disloyal Customer,25,Business travel,Eco,3021,1,1,1,3,4,1,4,4,3,2,5,5,4,4,32,3
dissatisfied,Male,disloyal Customer,29,Business travel,Eco,2452,1,1,1,3,5,1,5,5,3,5,5,5,3,5,0,0
dissatisfied,Male,disloyal Customer,22,Business travel,Eco,3192,1,1,1,3,1,3,3,5,2,5,4,3,5,3,186,165
dissatisfied,Male,disloyal Customer,40,Business travel,Business,3038,1,1,1,3,2,1,2,2,4,3,3,5,5,2,0,0
dissatisfied,Female,disloyal Customer,40,Business travel,Business,4291,1,1,1,3,1,5,2,4,1,3,4,2,1,2,34,19
dissatisfied,Female,disloyal Customer,40,Business travel,Business,3652,1,1,1,3,5,1,5,5,5,2,4,3,5,5,3,0
dissatisfied,Female,disloyal Customer,40,Business travel,Business,2268,1,1,1,3,2,1,2,2,3,4,5,1,3,2,0,0
dissatisfied,Female,disloyal Customer,40,Business travel,Business,2458,1,1,1,3,2,1,2,2,4,1,4,4,3,2,0,0
dissatisfied,Female,disloyal Customer,40,Business travel,Business,1810,1,1,1,3,2,1,2,2,1,2,4,3,4,2,79,73
dissatisfied,Female,disloyal Customer,40,Business travel,Business,1328,1,1,1,3,3,1,2,3,2,5,3,3,4,3,34,43
dissatisfied,Female,disloyal Customer,40,Business travel,Business,1349,1,1,1,3,4,1,4,4,1,3,3,1,4,4,0,0
dissatisfied,Female,disloyal Customer,40,Business travel,Business,2009,1,1,1,3,2,1,2,2,1,3,3,2,3,2,0,7
dissatisfied,Female,disloyal Customer,40,Business travel,Business,1233,1,1,1,3,1,1,1,1,5,5,4,4,4,1,2,5
dissatisfied,Female,disloyal Customer,40,Business travel,Business,1288,1,1,1,3,2,1,2,2,1,2,4,1,3,2,0,0
dissatisfied,Female,disloyal Customer,40,Business travel,Business,1429,1,1,1,3,4,1,4,4,2,5,4,1,4,4,0,0
dissatisfied,Female,disloyal Customer,40,Business travel,Business,1494,1,1,1,3,4,1,4,4,1,4,4,4,4,4,61,49
dissatisfied,Female,disloyal Customer,40,Business travel,Business,1193,1,1,1,3,1,1,1,1,2,4,4,3,3,1,0,0
dissatisfied,Female,disloyal Customer,40,Business travel,Business,2125,1,1,1,3,1,3,3,3,4,3,3,3,4,3,402,389
dissatisfied,Female,disloyal Customer,40,Business travel,Business,1962,1,1,1,3,1,1,4,1,2,1,3,4,4,1,0,4
dissatisfied,Female,disloyal Customer,23,Business travel,Eco,2694,1,1,1,3,1,1,1,1,5,4,1,1,5,1,0,0
dissatisfied,Male,disloyal Customer,40,Business travel,Business,1541,1,1,1,3,2,1,2,2,3,3,5,5,4,2,4,0
dissatisfied,Male,disloyal Customer,40,Business travel,Business,1580,1,1,1,3,3,1,3,3,5,2,5,2,3,3,0,0
dissatisfied,Male,disloyal Customer,40,Business travel,Business,1286,1,1,1,3,2,1,2,2,2,1,3,3,2,2,1,0
dissatisfied,Male,disloyal Customer,24,Business travel,Eco,2507,1,1,1,3,4,1,4,4,4,4,5,4,5,4,81,74
dissatisfied,Male,disloyal Customer,40,Business travel,Business,1226,1,1,1,3,5,1,5,5,4,3,3,3,4,5,20,20
dissatisfied,Male,disloyal Customer,28,Business travel,Eco,2241,1,1,1,3,4,1,4,4,4,1,4,1,3,4,0,20
dissatisfied,Male,disloyal Customer,25,Business travel,Eco,3095,1,1,1,3,1,2,2,3,3,1,2,2,5,2,183,196
dissatisfied,Male,disloyal Customer,24,Business travel,Eco,2647,1,1,1,3,4,1,4,4,4,2,3,3,1,4,42,59
dissatisfied,Male,disloyal Customer,39,Business travel,Business,2951,1,1,1,3,4,1,4,4,5,3,5,4,4,4,7,11
dissatisfied,Male,disloyal Customer,22,Business travel,Eco,2504,1,1,1,3,5,1,5,5,4,2,5,5,5,5,0,0
dissatisfied,Male,disloyal Customer,39,Business travel,Business,2286,1,1,1,3,4,1,4,4,4,3,4,3,5,4,1,0
dissatisfied,Female,disloyal Customer,22,Business travel,Eco,2487,1,1,1,3,2,1,5,2,4,5,4,2,4,2,25,38
dissatisfied,Female,disloyal Customer,39,Business travel,Business,2596,1,1,1,3,4,1,4,4,3,2,3,3,4,4,24,0
dissatisfied,Female,disloyal Customer,39,Business travel,Business,2951,1,1,1,3,5,1,5,5,4,4,4,2,3,5,35,21
dissatisfied,Female,disloyal Customer,39,Business travel,Business,2411,1,1,1,3,3,1,3,3,3,3,3,4,3,3,0,0
dissatisfied,Female,disloyal Customer,39,Business travel,Business,2175,1,1,1,3,2,1,2,2,4,4,4,3,3,2,0,0
dissatisfied,Female,disloyal Customer,39,Business travel,Business,2175,1,1,1,3,5,1,3,5,2,1,2,4,2,5,50,54
dissatisfied,Female,disloyal Customer,39,Business travel,Business,2144,1,1,1,3,3,1,3,3,1,3,4,3,3,3,1,0
dissatisfied,Female,disloyal Customer,39,Business travel,Business,2009,1,1,1,3,1,1,1,1,1,1,3,2,4,1,0,0
dissatisfied,Female,disloyal Customer,39,Business travel,Business,1461,1,1,1,3,2,1,2,2,5,3,4,4,4,2,0,0
dissatisfied,Female,disloyal Customer,39,Business travel,Business,1740,1,1,1,3,2,1,4,2,4,3,4,3,4,2,0,0
dissatisfied,Female,disloyal Customer,39,Business travel,Business,1657,1,1,1,3,1,1,1,1,1,2,3,1,3,1,61,67
dissatisfied,Female,disloyal Customer,39,Business travel,Business,1795,1,1,1,3,1,1,1,1,5,3,4,3,4,1,0,6
dissatisfied,Female,disloyal Customer,39,Business travel,Business,1212,1,1,1,3,3,1,3,3,3,5,3,1,4,3,0,0
dissatisfied,Female,disloyal Customer,39,Business travel,Business,1727,1,1,1,3,2,1,2,2,3,4,3,4,4,2,25,15
dissatisfied,Female,disloyal Customer,39,Business travel,Business,1951,1,1,1,3,1,1,1,1,3,5,4,1,4,1,50,47
dissatisfied,Female,disloyal Customer,39,Business travel,Business,1856,1,1,1,3,1,1,1,1,1,3,3,1,2,1,0,22
dissatisfied,Female,disloyal Customer,39,Business travel,Eco Plus,2089,1,1,1,3,3,1,3,3,2,4,2,5,1,3,0,0
dissatisfied,Male,disloyal Customer,23,Business travel,Eco,2019,1,1,1,3,4,1,4,4,2,5,4,3,4,4,0,0
dissatisfied,Female,disloyal Customer,39,Business travel,Eco Plus,1516,1,1,1,3,3,1,3,3,3,2,4,4,3,3,17,36
dissatisfied,Female,disloyal Customer,39,Business travel,Eco Plus,1960,1,1,1,3,2,1,2,2,1,2,3,4,4,2,9,11
dissatisfied,Male,disloyal Customer,18,Business travel,Eco,2507,1,1,1,3,2,1,2,2,5,2,4,5,4,2,2,0
dissatisfied,Female,disloyal Customer,26,Business travel,Eco,3015,1,1,1,3,3,1,3,3,3,3,4,3,3,3,0,24
dissatisfied,Male,disloyal Customer,31,Business travel,Eco,2989,1,1,1,3,4,1,2,4,1,5,4,1,3,4,12,6
dissatisfied,Male,disloyal Customer,39,Business travel,Business,1716,1,1,1,3,3,1,3,3,3,5,4,3,5,3,1,0
dissatisfied,Male,disloyal Customer,39,Business travel,Business,1731,1,1,1,3,1,1,1,1,3,2,5,4,4,1,4,3
dissatisfied,Male,disloyal Customer,49,Business travel,Eco,2896,1,1,1,3,5,1,5,5,4,1,2,1,3,5,58,49
dissatisfied,Female,disloyal Customer,41,Business travel,Eco,2204,1,1,1,3,1,1,5,1,2,3,3,3,4,1,0,1
dissatisfied,Female,disloyal Customer,25,Business travel,Eco,2893,1,1,1,3,3,1,3,3,2,3,3,4,4,3,17,16
dissatisfied,Female,disloyal Customer,15,Business travel,Eco,2899,1,1,1,3,3,1,2,3,1,5,4,3,3,3,0,0
dissatisfied,Male,disloyal Customer,39,Business travel,Business,2068,1,1,1,3,3,1,3,3,5,3,4,4,5,3,0,0
dissatisfied,Male,disloyal Customer,27,Business travel,Eco,2769,1,1,1,3,2,1,2,2,4,3,5,5,5,2,82,56
dissatisfied,Female,disloyal Customer,26,Business travel,Eco,2607,1,1,1,3,2,1,2,2,1,1,4,4,3,2,10,0
dissatisfied,Male,disloyal Customer,39,Business travel,Business,1388,1,1,1,3,3,1,3,3,4,5,4,5,4,3,0,0
dissatisfied,Male,disloyal Customer,39,Business travel,Business,1794,1,1,1,3,1,1,1,1,3,2,5,2,3,1,0,0
satisfied,Female,Loyal Customer,44,Business travel,Eco,720,4,2,2,2,5,1,2,4,4,4,4,1,4,5,0,0
satisfied,Female,Loyal Customer,43,Business travel,Eco,1492,4,3,5,3,4,2,2,4,4,4,4,5,4,5,0,0
satisfied,Male,Loyal Customer,43,Business travel,Eco Plus,1864,4,4,4,4,4,4,4,4,5,5,4,2,2,4,29,17
satisfied,Female,Loyal Customer,43,Business travel,Eco,699,4,4,4,4,2,3,3,4,4,4,4,5,4,4,0,0
satisfied,Female,Loyal Customer,43,Business travel,Eco,582,4,4,4,4,3,5,5,4,4,4,4,5,4,5,0,0
satisfied,Female,Loyal Customer,43,Business travel,Eco,427,4,1,1,1,2,4,1,4,4,4,4,2,4,5,0,0
satisfied,Male,Loyal Customer,43,Business travel,Eco Plus,1363,4,4,4,4,4,4,4,4,5,3,2,2,5,4,1,0
satisfied,Female,Loyal Customer,40,Business travel,Business,638,5,5,5,5,3,5,5,4,4,4,4,5,4,3,62,51
satisfied,Male,Loyal Customer,30,Business travel,Business,5305,1,1,5,1,4,4,4,4,5,2,5,2,2,4,46,44
satisfied,Male,Loyal Customer,33,Business travel,Business,3258,5,5,5,5,4,4,4,4,4,1,5,5,1,4,0,0
satisfied,Female,Loyal Customer,11,Business travel,Business,1649,1,1,5,1,4,4,4,4,4,2,4,5,5,4,0,0
satisfied,Male,Loyal Customer,59,Business travel,Business,630,2,2,2,2,4,5,5,4,4,4,4,3,4,3,0,0
satisfied,Male,Loyal Customer,56,Business travel,Business,3248,3,3,3,3,2,4,5,4,4,4,4,4,4,5,0,0
satisfied,Female,Loyal Customer,53,Business travel,Business,628,2,2,2,2,3,4,4,4,4,4,4,5,4,4,88,84
satisfied,Female,Loyal Customer,51,Business travel,Business,2266,4,4,4,4,3,4,4,4,4,4,4,3,4,3,0,0
satisfied,Male,Loyal Customer,45,Business travel,Business,603,4,4,4,4,1,4,2,4,4,4,4,3,4,1,0,0
satisfied,Male,Loyal Customer,43,Business travel,Business,642,4,4,4,4,2,5,5,4,4,4,4,4,4,3,0,0
satisfied,Male,Loyal Customer,42,Business travel,Business,641,5,5,5,5,5,4,5,4,4,4,4,4,4,5,0,0
satisfied,Male,Loyal Customer,34,Business travel,Business,3002,3,3,3,3,2,5,5,4,4,4,4,3,4,5,0,4
satisfied,Male,Loyal Customer,30,Business travel,Business,1661,1,1,1,1,4,4,4,4,5,2,4,3,4,4,8,3
satisfied,Male,Loyal Customer,30,Business travel,Business,4006,5,5,5,5,4,4,4,4,4,5,1,1,2,4,0,0
satisfied,Male,Loyal Customer,55,Business travel,Business,3499,4,4,4,4,2,4,4,4,4,4,4,4,4,3,0,0
satisfied,Female,Loyal Customer,51,Business travel,Business,593,2,2,2,2,2,5,4,4,4,4,4,5,4,3,13,12
satisfied,Female,Loyal Customer,55,Business travel,Business,606,1,1,1,1,3,5,4,4,4,4,4,3,4,5,62,67
satisfied,Male,Loyal Customer,44,Business travel,Business,616,2,2,2,2,3,5,5,4,4,4,4,4,4,4,0,0
satisfied,Female,Loyal Customer,51,Business travel,Business,3779,1,1,1,1,3,4,4,4,4,4,4,5,4,4,55,39
satisfied,Male,Loyal Customer,39,Business travel,Business,598,4,4,4,4,4,3,3,4,4,4,4,2,4,1,0,2
satisfied,Female,Loyal Customer,29,Business travel,Business,1860,3,3,5,3,4,4,4,4,3,4,2,2,3,4,0,0
satisfied,Male,Loyal Customer,59,Business travel,Business,3919,2,4,2,2,3,5,5,4,4,4,4,3,4,5,0,0
satisfied,Female,Loyal Customer,49,Business travel,Business,2806,4,4,4,4,3,5,5,4,4,4,4,5,4,5,13,23
satisfied,Male,Loyal Customer,44,Business travel,Business,2143,3,3,3,3,4,4,4,3,4,5,4,4,3,4,146,131
satisfied,Female,Loyal Customer,37,Business travel,Business,3975,4,4,4,4,2,4,4,4,4,4,4,3,4,5,0,0
satisfied,Female,Loyal Customer,36,Business travel,Business,2612,3,3,3,3,5,3,5,4,4,4,4,2,4,4,0,0
satisfied,Male,Loyal Customer,48,Business travel,Business,594,4,4,2,4,2,4,5,4,4,4,4,4,4,4,10,23
satisfied,Male,Loyal Customer,46,Business travel,Business,3261,5,2,5,5,4,4,4,4,4,4,4,4,4,3,3,0
satisfied,Female,Loyal Customer,28,Business travel,Business,1685,5,5,5,5,4,4,4,4,3,3,4,3,4,4,127,123
satisfied,Male,Loyal Customer,58,Business travel,Business,2364,4,4,4,4,3,5,5,4,4,4,4,4,4,5,9,1
satisfied,Female,Loyal Customer,39,Business travel,Business,1801,3,3,3,3,3,5,5,4,4,4,4,5,4,4,0,29
satisfied,Male,Loyal Customer,23,Business travel,Business,2092,3,3,3,3,4,4,4,4,4,3,3,2,1,4,21,8
satisfied,Male,Loyal Customer,18,Business travel,Business,1307,5,5,5,5,4,4,4,4,2,1,2,5,2,4,0,0
satisfied,Male,Loyal Customer,59,Business travel,Business,593,1,1,1,1,2,5,4,4,4,4,4,5,4,3,0,4
satisfied,Male,Loyal Customer,57,Business travel,Business,612,1,1,1,1,2,5,5,4,4,4,4,4,4,4,0,9
satisfied,Male,Loyal Customer,39,Business travel,Business,602,3,3,3,3,4,4,5,4,4,4,4,5,4,3,66,61
satisfied,Male,Loyal Customer,38,Business travel,Business,626,4,4,4,4,5,5,5,4,4,4,4,4,4,5,3,0
satisfied,Female,Loyal Customer,25,Business travel,Business,1529,4,4,4,4,4,4,4,4,5,5,5,4,5,4,0,0
satisfied,Male,Loyal Customer,60,Business travel,Business,601,1,1,1,1,4,4,4,4,4,4,4,4,4,5,0,0
satisfied,Male,Loyal Customer,41,Business travel,Business,601,3,3,3,3,3,5,5,4,4,4,4,3,4,4,0,1
satisfied,Female,Loyal Customer,29,Business travel,Business,1756,3,3,3,3,4,4,4,4,4,5,4,4,4,4,15,39
satisfied,Male,Loyal Customer,19,Business travel,Business,1729,1,1,1,1,4,4,4,4,3,3,4,4,5,4,0,0
satisfied,Male,Loyal Customer,52,Business travel,Business,3358,1,1,1,1,2,5,5,4,4,4,4,4,4,3,7,15
satisfied,Female,Loyal Customer,28,Business travel,Business,5175,3,3,3,3,4,4,4,4,3,2,4,5,4,4,0,0
satisfied,Male,Loyal Customer,27,Business travel,Business,3964,5,5,5,5,4,4,4,4,5,3,5,5,5,4,0,0
satisfied,Female,Loyal Customer,44,Business travel,Business,1622,2,2,2,2,3,4,4,4,4,4,4,3,4,5,22,11
satisfied,Male,Loyal Customer,42,Business travel,Business,3115,1,1,1,1,1,3,4,4,4,4,4,5,4,5,0,0
satisfied,Female,Loyal Customer,58,Business travel,Business,590,2,2,2,2,2,4,5,4,4,4,4,4,4,5,0,0
satisfied,Male,Loyal Customer,55,Business travel,Business,3774,4,4,4,4,4,4,4,4,4,4,4,3,4,3,20,15
satisfied,Male,Loyal Customer,41,Business travel,Business,2960,1,1,1,1,2,4,4,4,4,4,4,4,4,4,0,0
satisfied,Female,Loyal Customer,39,Business travel,Business,616,3,3,3,3,2,4,5,4,4,4,4,4,4,3,0,0
satisfied,Male,Loyal Customer,41,Business travel,Business,612,2,2,2,2,5,3,3,4,4,4,4,1,4,5,0,0
satisfied,Male,Loyal Customer,29,Business travel,Business,2240,4,4,4,4,4,4,4,4,3,5,2,4,5,4,0,0
satisfied,Female,Loyal Customer,43,Business travel,Eco,436,4,5,5,5,4,1,4,4,4,4,4,2,4,5,1,0
satisfied,Female,Loyal Customer,43,Business travel,Eco,605,4,4,4,4,4,5,4,4,4,4,4,2,4,5,0,0
satisfied,Male,Loyal Customer,43,Business travel,Eco,1655,4,4,4,4,4,4,4,4,3,5,1,4,2,4,0,0
satisfied,Female,Loyal Customer,42,Business travel,Eco,2632,4,4,4,4,5,5,3,4,4,4,4,4,4,4,0,0
satisfied,Female,Loyal Customer,42,Business travel,Eco,850,4,1,1,1,2,2,2,4,4,4,4,2,4,5,0,21
satisfied,Male,Loyal Customer,42,Business travel,Eco,1451,4,1,1,1,4,4,4,4,3,1,1,5,1,4,0,0
satisfied,Female,Loyal Customer,42,Business travel,Eco,391,4,1,1,1,1,2,1,4,4,4,4,3,4,3,0,0
satisfied,Female,Loyal Customer,42,Business travel,Eco,336,4,1,2,1,3,2,5,4,4,4,4,3,4,3,4,0
satisfied,Female,Loyal Customer,50,Business travel,Business,1985,2,2,2,2,2,5,4,4,4,4,4,4,4,5,15,4
satisfied,Female,Loyal Customer,41,Business travel,Business,3961,4,4,4,4,4,4,5,4,4,4,4,3,4,3,4,1
satisfied,Male,Loyal Customer,38,Business travel,Business,570,3,3,3,3,2,4,4,4,4,4,4,3,4,5,0,0
satisfied,Male,Loyal Customer,43,Business travel,Business,1884,3,3,3,3,4,5,4,4,4,4,4,4,4,5,72,83
